,COUNTY_NAME,DissolvedOxygen(mg/L),SAMPLE_DATE,SpecificConductance(uS/cm@25 °C),Turbidity(N.T.U.),WaterTemperature(°C),pH(pH Units)
0,Marin,10.545836778292731,2010-01,2348.583498727491,52.742384615384594,17.896372476877897,8.089203850010172
1,Marin,10.545836778292731,2010-02,2348.583498727491,23.524035087719287,17.896372476877897,8.089203850010172
2,Marin,10.545836778292731,2010-03,2348.583498727491,17.272745098039216,17.896372476877897,8.089203850010172
3,Marin,10.545836778292731,2010-04,2348.583498727491,10.70550847457627,17.896372476877897,8.089203850010172
4,Marin,10.545836778292731,2010-05,2348.583498727491,14.674293785310732,17.896372476877897,8.089203850010172
5,Marin,10.545836778292731,2010-06,2348.583498727491,15.50754838709678,17.896372476877897,8.089203850010172
6,Marin,10.545836778292731,2010-07,2348.583498727491,12.165223880597011,17.896372476877897,8.089203850010172
7,Marin,10.545836778292731,2010-08,2348.583498727491,9.273469387755103,17.896372476877897,8.089203850010172
8,Marin,10.545836778292731,2010-09,2348.583498727491,8.6688275862069,17.896372476877897,8.089203850010172
9,Marin,10.545836778292731,2010-10,2348.583498727491,7.375755395683452,17.896372476877897,8.089203850010172
10,Marin,10.545836778292731,2010-11,2348.583498727491,10.709774011299436,17.896372476877897,8.089203850010172
11,Marin,10.545836778292731,2010-12,2348.583498727491,17.143828125,17.896372476877897,8.089203850010172
12,Marin,10.545836778292731,2011-01,2348.583498727491,15.92229166666667,17.896372476877897,8.089203850010172
13,Marin,10.545836778292731,2011-02,2348.583498727491,16.780335570469795,17.896372476877897,8.089203850010172
14,Marin,10.545836778292731,2011-03,2348.583498727491,20.23029411764705,17.896372476877897,8.089203850010172
15,Marin,10.545836778292731,2011-04,2348.583498727491,13.22068376068376,17.896372476877897,8.089203850010172
16,Marin,10.545836778292731,2011-05,2348.583498727491,12.684935828877014,17.896372476877897,8.089203850010172
17,Marin,10.545836778292731,2011-06,2348.583498727491,12.19716129032258,17.896372476877897,8.089203850010172
18,Marin,10.545836778292731,2011-07,2348.583498727491,13.179733333333333,17.896372476877897,8.089203850010172
19,Marin,10.545836778292731,2011-08,2348.583498727491,9.109388059701491,17.896372476877897,8.089203850010172
20,Marin,10.545836778292731,2011-09,2348.583498727491,8.760559006211183,17.896372476877897,8.089203850010172
21,Marin,10.545836778292731,2011-10,2348.583498727491,8.68360465116279,17.896372476877897,8.089203850010172
22,Marin,10.545836778292731,2011-11,2348.583498727491,8.157707006369428,17.896372476877897,8.089203850010172
23,Marin,10.545836778292731,2011-12,2348.583498727491,7.4080357142857185,17.896372476877897,8.089203850010172
24,Marin,10.545836778292731,2012-01,2348.583498727491,9.848724832214764,17.896372476877897,8.089203850010172
25,Marin,10.545836778292731,2012-02,2348.583498727491,13.449054054054052,17.896372476877897,8.089203850010172
26,Marin,10.545836778292731,2012-03,2348.583498727491,12.18351515151515,17.896372476877897,8.089203850010172
27,Marin,10.545836778292731,2012-04,2348.583498727491,15.418384615384607,17.896372476877897,8.089203850010172
28,Marin,10.545836778292731,2012-05,2348.583498727491,11.925820105820105,17.896372476877897,8.089203850010172
29,Marin,10.545836778292731,2012-06,2348.583498727491,10.831366459627333,17.896372476877897,8.089203850010172
30,Marin,10.545836778292731,2012-07,2348.583498727491,10.66570469798658,17.896372476877897,8.089203850010172
31,Marin,10.545836778292731,2012-08,2348.583498727491,7.448999999999995,17.896372476877897,8.089203850010172
32,Marin,10.545836778292731,2012-09,2348.583498727491,9.905604395604398,17.896372476877897,8.089203850010172
33,Marin,10.545836778292731,2012-10,2348.583498727491,6.141140939597317,17.896372476877897,8.089203850010172
34,Marin,10.545836778292731,2012-11,2348.583498727491,6.6332051282051285,17.896372476877897,8.089203850010172
35,Marin,10.545836778292731,2012-12,2348.583498727491,26.042300884955754,17.896372476877897,8.089203850010172
36,Marin,10.545836778292731,2013-01,2348.583498727491,16.194905660377366,17.896372476877897,8.089203850010172
37,Marin,10.545836778292731,2013-02,2348.583498727491,9.64317073170732,17.896372476877897,8.089203850010172
38,Marin,10.545836778292731,2013-03,2348.583498727491,11.938434782608693,17.896372476877897,8.089203850010172
39,Marin,10.545836778292731,2013-04,2348.583498727491,8941.629910714286,17.896372476877897,8.089203850010172
40,Marin,10.545836778292731,2013-05,2348.583498727491,11.876379310344827,17.896372476877897,8.089203850010172
41,Marin,10.545836778292731,2013-06,2348.583498727491,13.960762711864414,17.896372476877897,8.089203850010172
42,Marin,10.545836778292731,2013-07,2348.583498727491,13.448623188405795,17.896372476877897,8.089203850010172
43,Marin,10.545836778292731,2013-08,2348.583498727491,10.53631868131868,17.896372476877897,8.089203850010172
44,Marin,10.545836778292731,2013-09,2348.583498727491,13.154173228346458,17.896372476877897,8.089203850010172
45,Marin,10.545836778292731,2013-10,2348.583498727491,10.292259887005645,17.896372476877897,8.089203850010172
46,Marin,10.545836778292731,2013-11,2348.583498727491,8.5972,17.896372476877897,8.089203850010172
47,Marin,10.545836778292731,2013-12,2348.583498727491,8.504423076923077,17.896372476877897,8.089203850010172
48,Marin,10.545836778292731,2014-01,2348.583498727491,7.897674418604653,17.896372476877897,8.089203850010172
49,Marin,10.545836778292731,2014-02,2348.583498727491,12.564931506849316,17.896372476877897,8.089203850010172
50,Marin,10.545836778292731,2014-03,2348.583498727491,14.212682926829267,17.896372476877897,8.089203850010172
51,Marin,10.545836778292731,2014-04,2348.583498727491,10.508461538461539,17.896372476877897,8.089203850010172
52,Marin,10.545836778292731,2014-05,2348.583498727491,10.147076023391813,17.896372476877897,8.089203850010172
53,Marin,10.545836778292731,2014-06,2348.583498727491,12.44881818181818,17.896372476877897,8.089203850010172
54,Marin,10.545836778292731,2014-07,2348.583498727491,14.465827814569534,17.896372476877897,8.089203850010172
55,Marin,10.545836778292731,2014-08,2348.583498727491,12.993877551020407,17.896372476877897,8.089203850010172
56,Marin,10.545836778292731,2014-09,2348.583498727491,13.483511904761908,17.896372476877897,8.089203850010172
57,Marin,10.545836778292731,2014-10,2348.583498727491,12.779885714285715,17.896372476877897,8.089203850010172
58,Marin,10.545836778292731,2014-11,2348.583498727491,6.218817204301077,17.896372476877897,8.089203850010172
59,Marin,10.545836778292731,2014-12,2348.583498727491,37.45841121495327,17.896372476877897,8.089203850010172
60,Marin,10.545836778292731,2015-01,2348.583498727491,15.610775193798457,17.896372476877897,8.089203850010172
61,Marin,10.545836778292731,2015-02,2348.583498727491,23.93320261437909,17.896372476877897,8.089203850010172
62,Marin,10.545836778292731,2015-03,2348.583498727491,15.754859154929585,17.896372476877897,8.089203850010172
63,Marin,10.545836778292731,2015-04,2348.583498727491,13.987132867132866,17.896372476877897,8.089203850010172
64,Marin,10.545836778292731,2015-05,2348.583498727491,11.012196531791911,17.896372476877897,8.089203850010172
65,Marin,10.545836778292731,2015-06,2348.583498727491,10.510588235294122,17.896372476877897,8.089203850010172
66,Marin,10.545836778292731,2015-07,2348.583498727491,9.60985294117647,17.896372476877897,8.089203850010172
67,Marin,10.545836778292731,2015-08,2348.583498727491,11.032696629213483,17.896372476877897,8.089203850010172
68,Marin,10.545836778292731,2015-09,2348.583498727491,13.201958041958035,17.896372476877897,8.089203850010172
69,Marin,10.545836778292731,2015-10,2348.583498727491,8.382732558139534,17.896372476877897,8.089203850010172
70,Marin,10.545836778292731,2015-11,2348.583498727491,6.068266666666666,17.896372476877897,8.089203850010172
71,Marin,10.545836778292731,2015-12,2348.583498727491,8.2605,17.896372476877897,8.089203850010172
72,Marin,10.545836778292731,2016-01,2348.583498727491,18.515321100917426,17.896372476877897,8.089203850010172
73,Marin,10.545836778292731,2016-02,2348.583498727491,19.58654970760233,17.896372476877897,8.089203850010172
74,Marin,10.545836778292731,2016-03,2348.583498727491,29.42992753623188,17.896372476877897,8.089203850010172
75,Marin,10.545836778292731,2016-04,2348.583498727491,11.978880597014925,17.896372476877897,8.089203850010172
76,Marin,10.545836778292731,2016-05,2348.583498727491,11.489823529411767,17.896372476877897,8.089203850010172
77,Marin,10.545836778292731,2016-06,2348.583498727491,13.77129251700681,17.896372476877897,8.089203850010172
78,Marin,10.545836778292731,2016-07,2348.583498727491,15.674927536231882,17.896372476877897,8.089203850010172
79,Marin,10.545836778292731,2016-08,2348.583498727491,11.805000000000005,17.896372476877897,8.089203850010172
80,Marin,10.545836778292731,2016-09,2348.583498727491,11.334133333333336,17.896372476877897,8.089203850010172
81,Marin,10.545836778292731,2016-10,2348.583498727491,8.568660714285711,17.896372476877897,8.089203850010172
82,Marin,10.545836778292731,2016-11,2348.583498727491,6.678579545454551,17.896372476877897,8.089203850010172
83,Marin,10.545836778292731,2016-12,2348.583498727491,13.611775700934578,17.896372476877897,8.089203850010172
84,Marin,10.545836778292731,2017-01,2348.583498727491,63.08179856115107,17.896372476877897,8.089203850010172
85,Marin,10.545836778292731,2017-02,2348.583498727491,70.18053571428571,17.896372476877897,8.089203850010172
86,Marin,10.545836778292731,2017-03,2348.583498727491,30.359312977099236,17.896372476877897,8.089203850010172
87,Marin,10.545836778292731,2017-04,2348.583498727491,16.056356589147285,17.896372476877897,8.089203850010172
88,Marin,10.545836778292731,2017-05,2348.583498727491,14.203291139240507,17.896372476877897,8.089203850010172
89,Marin,10.545836778292731,2017-06,2348.583498727491,14.79299270072992,17.896372476877897,8.089203850010172
90,Marin,10.545836778292731,2017-07,2348.583498727491,22.51575539568345,17.896372476877897,8.089203850010172
91,Marin,10.545836778292731,2017-08,2348.583498727491,13.767671232876715,17.896372476877897,8.089203850010172
92,Marin,10.545836778292731,2017-09,2348.583498727491,41.27333333333333,17.896372476877897,8.089203850010172
93,Marin,10.545836778292731,2017-10,2348.583498727491,9.030573770491806,17.896372476877897,8.089203850010172
94,Marin,10.545836778292731,2017-11,2348.583498727491,7.8029113924050675,17.896372476877897,8.089203850010172
95,Marin,10.545836778292731,2017-12,2348.583498727491,7.902156862745099,17.896372476877897,8.089203850010172
96,Marin,10.545836778292731,2018-01,2348.583498727491,9.595681818181816,17.896372476877897,8.089203850010172
97,Marin,10.545836778292731,2018-02,2348.583498727491,8.400536912751676,17.896372476877897,8.089203850010172
98,Marin,10.545836778292731,2018-03,2348.583498727491,15.128962264150946,17.896372476877897,8.089203850010172
99,Marin,10.545836778292731,2018-04,2348.583498727491,14.114434782608695,17.896372476877897,8.089203850010172
100,Marin,10.545836778292731,2018-05,2348.583498727491,8.520666666666664,17.896372476877897,8.089203850010172
101,Marin,10.545836778292731,2018-06,2348.583498727491,10.675905511811024,17.896372476877897,8.089203850010172
102,Marin,10.545836778292731,2018-07,2348.583498727491,9.819710144927537,17.896372476877897,8.089203850010172
103,Marin,10.545836778292731,2018-08,2348.583498727491,15.713949044585988,17.896372476877897,8.089203850010172
104,Marin,10.545836778292731,2018-09,2348.583498727491,7.342824427480915,17.896372476877897,8.089203850010172
105,Marin,10.545836778292731,2018-10,2348.583498727491,6.784397163120568,17.896372476877897,8.089203850010172
106,Marin,10.545836778292731,2018-11,2348.583498727491,6.0465591397849465,17.896372476877897,8.089203850010172
107,Marin,10.545836778292731,2018-12,2348.583498727491,11.670377358490565,17.896372476877897,8.089203850010172
108,Marin,10.545836778292731,2019-01,2348.583498727491,17.15056603773585,17.896372476877897,8.089203850010172
109,Marin,10.545836778292731,2019-02,2348.583498727491,53.40635416666667,17.896372476877897,8.089203850010172
110,Marin,10.545836778292731,2019-03,2348.583498727491,20.128247422680413,17.896372476877897,8.089203850010172
111,Marin,10.545836778292731,2019-04,2348.583498727491,11.96064814814815,17.896372476877897,8.089203850010172
112,Marin,10.545836778292731,2019-05,2348.583498727491,10.940530973451333,17.896372476877897,8.089203850010172
113,Marin,10.545836778292731,2019-06,2348.583498727491,11.379196078431372,17.896372476877897,8.089203850010172
114,Marin,10.545836778292731,2019-07,2348.583498727491,12.256460176991153,17.896372476877897,8.089203850010172
115,Marin,10.545836778292731,2019-08,2348.583498727491,9.770833333333334,17.896372476877897,8.089203850010172
116,Marin,10.545836778292731,2019-09,2348.583498727491,7.903932584269662,17.896372476877897,8.089203850010172
117,Marin,10.545836778292731,2019-10,2348.583498727491,6.938673469387755,17.896372476877897,8.089203850010172
118,Marin,10.545836778292731,2019-11,2348.583498727491,5.597368421052632,17.896372476877897,8.089203850010172
119,Marin,10.545836778292731,2019-12,2348.583498727491,10.390215053763443,17.896372476877897,8.089203850010172
120,Marin,10.545836778292731,2020-01,2348.583498727491,6.546627450980393,17.896372476877897,8.089203850010172
121,Marin,10.545836778292731,2020-02,2348.583498727491,8.790547945205484,17.896372476877897,8.089203850010172
122,Marin,10.545836778292731,2020-03,2348.583498727491,6.146315789473686,17.896372476877897,8.089203850010172
123,Marin,10.545836778292731,2020-04,2348.583498727491,3.9669841269841273,17.896372476877897,8.089203850010172
124,Marin,10.545836778292731,2020-05,2348.583498727491,5.919380434782608,17.896372476877897,8.089203850010172
125,Marin,10.545836778292731,2020-06,2348.583498727491,5.735471264367814,17.896372476877897,8.089203850010172
126,Marin,10.545836778292731,2020-07,2348.583498727491,5.822242990654205,17.896372476877897,8.089203850010172
127,Marin,10.545836778292731,2020-08,2348.583498727491,4.881985294117649,17.896372476877897,8.089203850010172
128,Marin,10.545836778292731,2020-09,2348.583498727491,5.324545454545456,17.896372476877897,8.089203850010172
129,Marin,10.545836778292731,2020-10,2348.583498727491,3.5741414141414136,17.896372476877897,8.089203850010172
130,Marin,10.545836778292731,2020-11,2348.583498727491,5.327461538461538,17.896372476877897,8.089203850010172
131,Marin,10.545836778292731,2020-12,2348.583498727491,3.528833333333332,17.896372476877897,8.089203850010172
132,Marin,10.545836778292731,2021-01,2348.583498727491,1.855,17.896372476877897,8.089203850010172
133,Marin,10.545836778292731,2021-02,2348.583498727491,7.959,17.896372476877897,8.089203850010172
134,Marin,10.545836778292731,2021-03,2348.583498727491,6.422446808510637,17.896372476877897,8.089203850010172
135,Marin,10.545836778292731,2021-04,2348.583498727491,6.7001960784313725,17.896372476877897,8.089203850010172
136,Marin,10.545836778292731,2021-05,2348.583498727491,5.999799999999999,17.896372476877897,8.089203850010172
137,Marin,10.545836778292731,2021-06,2348.583498727491,7.266153846153848,17.896372476877897,8.089203850010172
138,Marin,10.545836778292731,2021-07,2348.583498727491,7.054444444444441,17.896372476877897,8.089203850010172
139,Marin,10.545836778292731,2021-08,2348.583498727491,6.180943396226415,17.896372476877897,8.089203850010172
140,Marin,10.545836778292731,2021-09,2348.583498727491,5.2359405940594055,17.896372476877897,8.089203850010172
141,Marin,10.545836778292731,2021-10,2348.583498727491,6.781782178217823,17.896372476877897,8.089203850010172
142,Marin,10.545836778292731,2021-11,2348.583498727491,7.277065217391303,17.896372476877897,8.089203850010172
143,Marin,10.545836778292731,2021-12,2348.583498727491,11.428837209302324,17.896372476877897,8.089203850010172
144,Kern,9.941666666666668,2010-01,416.16666666666674,52.742384615384594,14.433333333333332,8.591666666666669
145,Kern,10.281666666666666,2010-02,309.8333333333333,23.524035087719287,15.616666666666665,8.668333333333335
146,Kern,9.22,2010-03,473.75,17.272745098039216,16.575,8.6425
147,Kern,8.719999999999999,2010-04,353.5,10.70550847457627,18.1,8.146666666666668
148,Kern,6.998999999999998,2010-05,778.6,14.674293785310732,22.95,8.206
149,Kern,8.282499999999999,2010-06,387.5125,15.50754838709678,22.375,7.98375
150,Kern,7.995000000000001,2010-07,413.0,12.165223880597011,25.6,7.98
151,Kern,8.440000000000001,2010-08,406.0,9.273469387755103,26.2,8.155
152,Kern,8.315,2010-09,415.0,8.6688275862069,23.2,8.399999999999999
153,Kern,8.350000000000001,2010-10,462.5,7.375755395683452,21.25,8.11
154,Kern,9.585,2010-11,509.0,10.709774011299436,15.6,8.025
155,Kern,10.15,2010-12,794.5,17.143828125,12.45,8.05
156,Kern,10.325,2011-01,248.0,15.92229166666667,10.35,7.23
157,Kern,10.586666666666668,2011-02,211.13333333333333,16.780335570469795,12.933333333333332,7.716666666666666
158,Kern,8.96,2011-03,289.0,20.23029411764705,15.35,7.625
159,Kern,9.044,2011-04,171.23999999999995,13.22068376068376,19.28,7.389999999999999
160,Kern,8.872857142857143,2011-05,205.41428571428574,12.684935828877014,18.657142857142862,7.312857142857142
161,Kern,8.51,2011-06,267.25,12.19716129032258,21.35,7.37
162,Kern,8.415,2011-07,196.5,13.179733333333333,24.05,7.665000000000001
163,Kern,8.149999999999999,2011-08,300.5,9.109388059701491,23.8,7.73
164,Kern,8.365,2011-09,288.5,8.760559006211183,25.05,7.54
165,Kern,8.76,2011-10,315.5,8.68360465116279,21.9,7.77
166,Kern,9.82,2011-11,232.5,8.157707006369428,14.65,7.425
167,Kern,10.51,2011-12,317.5,7.4080357142857185,10.0,7.545
168,Kern,11.635,2012-01,533.0,9.848724832214764,8.899999999999997,7.7200000000000015
169,Kern,10.77,2012-02,545.0,13.449054054054052,11.15,7.84
170,Kern,9.835,2012-03,462.125,12.18351515151515,17.1875,8.211249999999998
171,Kern,9.12625,2012-04,498.625,15.418384615384607,19.65,7.82625
172,Kern,9.01,2012-05,442.25,11.925820105820105,21.9,7.18
173,Kern,8.216666666666667,2012-06,482.0,10.831366459627333,22.98333333333333,6.418333333333332
174,Kern,7.425,2012-07,350.0,10.66570469798658,25.1,8.065
175,Kern,7.53,2012-08,322.0,7.448999999999995,28.3,8.275
176,Kern,8.305,2012-09,435.0,9.905604395604398,25.55,8.465
177,Kern,8.785,2012-10,581.0,6.141140939597317,21.2,8.030000000000001
178,Kern,9.92,2012-11,470.0,6.6332051282051285,15.85,8.12
179,Kern,189.956,2012-12,465.6,26.042300884955754,14.84,7.960000000000001
180,Kern,10.515,2013-01,569.0,16.194905660377366,10.475,8.09
181,Kern,10.238333333333337,2013-02,489.33333333333326,9.64317073170732,14.35,8.273333333333332
182,Kern,10.446666666666664,2013-03,511.66666666666674,11.938434782608693,18.266666666666666,8.756666666666666
183,Kern,8.536249999999999,2013-04,447.375,8941.629910714286,19.625,8.13
184,Kern,8.702000000000002,2013-05,488.8,11.876379310344827,22.54,8.592
185,Kern,8.39,2013-06,468.8,13.960762711864414,23.92,8.484
186,Kern,7.38,2013-07,334.0,13.448623188405795,26.2,7.975
187,Kern,8.26,2013-08,464.25,10.53631868131868,26.9,8.5925
188,Kern,8.396666666666668,2013-09,574.1666666666666,13.154173228346458,24.68333333333333,7.5583333333333345
189,Kern,9.100769230769233,2013-10,582.9230769230769,10.292259887005645,19.66923076923077,7.940000000000001
190,Kern,9.511666666666667,2013-11,584.8333333333334,8.5972,17.099999999999998,7.718333333333333
191,Kern,9.945,2013-12,564.75,8.504423076923077,14.9,7.6825
192,Kern,10.756666666666666,2014-01,605.7,7.897674418604653,13.022222222222226,8.41
193,Kern,10.182999999999998,2014-02,576.6,12.564931506849316,15.710000000000004,8.475
194,Kern,9.795555555555557,2014-03,523.1,14.212682926829267,18.222222222222214,8.771
195,Kern,9.182,2014-04,552.0,10.508461538461539,21.34,8.777999999999999
196,Kern,8.268333333333333,2014-05,475.4285714285714,10.147076023391813,22.15,8.504285714285713
197,Kern,7.79,2014-06,560.25,12.44881818181818,23.766666666666666,8.6275
198,Kern,8.145,2014-07,608.4,14.465827814569534,26.575,8.744
199,Kern,8.82,2014-08,455.8275,12.993877551020407,26.23333333333333,9.125
200,Kern,8.254000000000001,2014-09,615.0,13.483511904761908,26.154000000000003,8.831666666666663
201,Kern,8.282857142857143,2014-10,637.875,12.779885714285715,22.585714285714282,8.528750000000002
202,Kern,8.8625,2014-11,600.6,6.218817204301077,19.2,8.416
203,Kern,9.8625,2014-12,674.6,37.45841121495327,15.6,8.489999999999998
204,Kern,8.983333333333334,2015-01,440.75,15.610775193798457,16.966666666666665,8.25
